Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
1,"é genocídio que chama? Funai recebe r$ 11 milhões para proteger indígenas do coronavírus, mas não gasta nenhum centavo - saúde - estadão https://t.co/mnueenbwrl",-1,proteger_indígenas,saúde,none,none
2,wilson witzel com coronavírus - recorde de mortes no rj e br- 90% das utis ocupadas em hospital referência municipal- 70% das uti ocupadas na rede estadual- hospitais de campanha não estão prontos- estudo prevê isolamento intermitente até 2022vamos levar a sério?,-1,wilson_witzel,utis,hospital_referência,hospitais_de_campanha
3,@andretrig diz que a crise do novo coronavírus ficará ainda mais grave caso não seja respeitado o isolamento social. as internações deram um salto de 57% nesta terça-feira. #cbncontraocoronavírus #fiqueemcasa #noarnacbn https://t.co/fnldnt3wbn,-1,novo_coronavírus,isolamento_social,caso,internações
4,metade das amostras das solas de sapatos do pessoal médico que trabalha na uti foi positiva para o novo coronavírus. os pesquisadores concluíram que o calçado de médicos e enfermeiros também podem ser portadores de sars-cov-2 . https://t.co/tpjawmghal https://t.co/n1nqvxueiy,-1,médicos,enfermeiros,pesquisadores,none
5,"@davialcolumbre, presidente do senado, falando contra destinar o fundão eleitoral para o combate ao covid-19:esses 2 bilhões, do financiamento da democracia, são eles que são fundamentais para o combate ao coronavírus?gastos do ministério da saúde até agora: r$12 bilhões. https://t.co/vzqmrfjs1u",-1,presidente_do_senado,fundão_eleitoral,combate_ao_covid-19,ministério_da_saúde
6,washington post’ diz que @jairbolsonaro é o pior líder global a lidar com o coronavírus. https://t.co/oyyzumj1re,-1,jair_bolsonaro,líder_global,none,none
7,"o brasil precisa de um plano de estímulo mais agressivo, como o plano marshall foi para a europa após a segunda guerra? #coronavirus https://t.co/omp0chfwpr",-1,plano_de_ estímulo,plano_marshall,europa,none
8,"#coronavírus: em araraquara (sp), uma mulher foi presa por descumprir decreto que proibia uso de parques e praças. ""esse cirquinho de coronavírus que armaram para implantar uma ditadura comunista"", disse ela, antes de ser detida https://t.co/qxn65nr40u",-1,ditadura_comunista,none,none,none
9,conselho de medicina interdita médica que sugeriu “soro anti-coronavírus” - folha impacto https://t.co/mdcmfatmg6,-1,conselho_de_medicina,soro_anti_coronavírus,none,none
10,"os gestores de todo o país vão precisa informar o número de leitos e quantos estão ocupados por pacientes infectados pelo coronavírus. se esses dados não forem repassados, a polícia federal poderá fazer uma blitz https://t.co/vteaup5oxq #jornaldarecord #jr24h",-1,número_de_leitos,pacientes_infectados,none,none
11,"o brasil apresenta alguns dos melhores índices de cura do coronavírus. são mais de 55% dos casos, superando países como alemanha (46,9%), espanha (39,9%), frança (27,8%) e itália (22,8%). fonte: ministério da saúde",-1,índices_de_cura,ministério_da_saúde,none,none
12,"diagnóstico de mortes por coronavirus nos estados golpistas do brasil: tiro de escopeta = coronavirus, atropelamento = coronavirus, infarto = coronavirus, derrame = coronavirus, engasgo = coronavirus, batida de carro = coronavirus, alergia = coronavirus. brasil não é para amadores.",-1,diagnóstico,estados_golpistas,none,none
13,"não há vacina. o distanciamento social é a única medida para evitar a contaminação [por coronavírus] no planeta! nós multiplicamos por dez os casos de covid-19 em 15 dias na ilha de são luís, diz ",-1,vacina,distanciamento_social,contaminação,Covid-19
14,"cometemos um erro, especialmente na lombardia. estávamos totalmente focados em aumentar o número de leitos em unidades de terapia intensiva”. agora ele trata as pessoas em casa mais cedo com hidroxicloroquina. https://t.co/betgzx857n",-1,número_de_leitos,unidade_de_terapia_intensiva,hidroxicloroquina,none
15,"@blogdonoblat é o 14° ano q o partido  (pdt) desse senhor governa o pobre amapá, antes do coronavírus já faltava o básico nos hospitais estaduais como gazes e até luvas. então podemos concluir q estão há 14anos trocando o pneudo carro com o carro em movimento. quanta incompetência vc não acha?",-1,amapá,hospitais_estaduais,none,none
16,@bohngass e o prefeito de caxias está internado em hospital particular no rio. está com coronavirus. deu na globo ontem.,-1,hospital_particular,rio,none,none
17,"@cherysil_ @antniosilvio3 está muito claro o coronavírus foi um engodo muito bem aplicado, com finalidade de roubo de bilhões e tentativa de derrubar bolsonaro.",-1,roubo_de_bilhões,derrubar_bolsonaro,none,none
18,"@davialcolumbredemagogia é se fazer de preocupado com o bem do povo e não abrir mão da mamata eleitoral!esse dinheiro é do povo e não de vocês, canalhas!faça numa pesquisa e veja se o povo tá afim de patrocinar essa mamata!seja homem !https://t.co/cggevbwi2l",-1,mamata_eleitoral,none,none,none
19,"@davilso0 oi, as entregas até o momento estão normais, porem infelizmente devido a grande pandemia atual que o país esta passando, referente ao coronavírus, pode haver oscilação nas entregas, devido a redução de frotas, quarentena. havendo duvidas, contate nosso suporte.",-1,redução_de_frotas,quarentena,none,none
20,"@edsonsalomaomc espalham notícias falsas e querem o caos no brasil isto é outro vírus, o vírus da esquerdopatia, mata tanto, quanto o coronavirus.",-1,notícias_falsas,caos,virus_da_esquerdopatia,none
21,"@energyls a suécia, que é citada em verso e prosa pelo osmar terra, proibiu o uso da cloroquina nos pacientes daquele país. não há nada confiável e imbatível diante dessa peste chinesa.https://t.co/iqkymijkk2",-1,suécia,cloroquina,peste_chinesa,none
22,@estadaopolitica @jairbolsonaro o banco mundial não acha de todo ruim e até citou uma ação do governo bolsonaro como exemplo: a redução de burocracia para importação de produtos que combatem o coronavírus.https://t.co/yucte3wtyt https://t.co/3igsbmqmsu,-1,banco_mundial,governo_bolsonaro,redução_da_burocracia_para_importação_de_produtos,none
23,"@evacalina desde há 2 dias ?! isto agora mudou imenso... uma variedade de temas, deixou de ser enjoativo, ora vê: - covid-19 - pandemia- coronavirus- surto- vacina- testes pronto, acho que disse todos, ufa !!! 😛",-1,Covid-19,pandemia,coronavirus,vacina
24,você deveria ter vergonha de postar isso. quando quiseram votar pra diminuição dos salários dos servidores e ] pra ajudar a diminuir os gastos nesse tempo de coronavirus vcs votaram contra agora vem com essa de se importar com os mais pobres. me poupe.,-1,diminuição_de_salários,none,none,none
25,"@helobrasileira @adrianosavix @edermauropa @denisesangoi @vlogdolisboa @vlogdolisboanew 😤 em fortaleza a construção de um hospital temporário no estádio presidente vargas com gasto de 💰80 milhões, para eventuais pacientes de coronavírus. obs: e não investe no novo hospital que já existe com 200 leitos e fechado. que país é esse😤 https://t.co/yvvhlxty52",-1,hospital_temporário,pacientes,leitos,none
26,"deputada, a única opção rápida é realmente a renúncia do presidente? juridicamente nada pode ser feito? a conta pra esse sociopata só vai chegar com a avalanche de cadáveres? o brasil não merece esse lixo de pr https://t.co/7dc2lipufc",-1,renúncia_do_presidente,avalanche_de_cadáveres,none,none
27,"ah, lacrou? vc está enganado, ele previu sim 1 milhão de mortes até agosto. espero que você passe a pesquisar o básico no google na próxima postage,evitando assim a vergonha que passa. https://t.co/a6xfzwwyx8",-1,mortes,none,none,none
28,eu a d o r o o ar professoral com que o asno @osmarterra ensina o burrico @bolsonarosp . tá sabendo mais do que as autoridades sobre a curva. esqueceu só q não se sabe se o #coronavirus faz o corpo criar anticorpos e os bolsominions saem falando como se sim.,-1,curva,anticorpos,none,none
29,prevendo o pico do coronavírus é igual pedreiro prevendo o final da obra. #mandettademitido #mandettagenocida #covid_19,-1,pico,none,none,none
30,que bagunça... jair bolsonaro mata mais que o coronavírus. queria estar surpreso,-1,jair_bolsonaro,none,none,none
31,e as mortes? e os casos que ainda tem? mas para aquele senhor é só uma gripezinha https://t.co/tawf4yx67q,-1,mortes,casos,gripezinha,none
32,"em ivoti todo mundo vai ter coronavírus, academias abrindo hoje. comércio aberto desde fim de semana já",-1,comércio,none,none,none
33,"em um país sério ele seria preso, processado, julgado e condenado, bolsonaro trouxe o coronavírus no aerovid-19 (aerococa), pegou o resultado por duas vezes testando positivo e fez questão de disseminar a doença em brasília. País não sério: o aras comandando a pgr arquivaria.",-1,bolsonaro,Aerovid-19,none,none
34,o governo estadual de sp errou feio sobre a quantidade de mortes por coronavírus!!!é necessário revermos urgentemente as atuais regras estabelecendo metas para a flexibilização e o término da suspensão da atividade das empresas e comércio!#bolsonarotemrazãosim https://t.co/6mxetlitq7,-1,governo,sp,mortes,none
35,só lembrando que o vírus que provoca o resfriado comum também é do tipo coronavirus.,-1,vírus,none,none,none
36,"quando a história do coronavirus for contada, saberemos que os comunistas, tentaram de todas as formas quebrar a economia mundial e implantar um regime socialista.",-1,comunistas,regime_socialista,none,none
37,"eu sei que praga não vale e não pega, más como eu gostaria de ver você pegar o coronavírus e ter que falar pro medico que não quer que use o cloroquina, ahh, más os repórteres e apresentadores da esquerda são imunes. como você pode ser tão vadia.",-1,médico,cloroquina,none,none
38,"você é tão mentiroso que ninguém consegue acreditar em uma palavra de que diz, nem que esteja com coronavirus. mas, é um sinal que essa quarentena é uma farsa. Aproveita e renúncia canalha! #impeachmentdowitzel #witzelditador",-1,quarentena,none,none,none
39,"#bolsonarotemrazao vão vendo... alguns governantes, ferrenhos defensores do isolamento, estão sendo infectados pelo coronavírus, mas o presidente jair bolsonaro que, segundo a imprensa vermelha, vive saçaricando por aí está mais tranquilo que “água de poço”!!!",-1,governantes,none,,imprensa_vermelha
40,"#bomdiabrasil a globo está desde as 4 da manhã falando a mesma coisa. parece que não há outro assunto a não ser coronavírus. que saco! só tocam o terror o dia todo. parece que torcem pelo pior. essa ana paula fala com um despeço, nojo de tudo. ninguém quer saber a opinião dela",-1,globo,none,none,none
41,#coronavírus | protocolo da vigilância sanitária sobre o descarte do lixo domiciliar em casos positivos para covid-19 em quarentena domiciliar. https://t.co/5lkcf48ofn https://t.co/zqvkasqo9y,-1,vigilância_sanitária,lixo_domiciliar,casos,quarentena_domiciliar
42,#coronavírus: bolsonaro é eleito o pior líder a lidar com o coronavírus https://t.co/ifqhult22h,-1,bolsonaro,none,none,none
43,"#coronavírus: os estados unidos registraram 2.228 mortes nessa terça-feira (14/04) provocadas pelo novo coronavírus. o número foi apresentado às 21h30, em contagem feita pela universidade johns hopkins. agora, o país tem pouco mais de 26 mil mortes https://t.co/qcg7yms8hi",-1,estados_unidos,mortes,novo_coronavírus,none
44,"#covid19| não há risco de desabastecimento no país, garante o ministro @tarcisiogdf, @minfraestrutura, em entrevista exclusiva à tv brasil 📺 #coronavirus https://t.co/fwgdgcq1rn",-1,risco_de_desabastecimento,none,none,none
45,"#covid19pt #açores 15/04, 11h55: açores registam 5º óbito por coronavírus, https://t.co/qllpj6wa7v",-1,óbito,none,none,none
46,#mandetta até durou muito no governo nefasto e fascistóide do #bozo - certamente entrará um pau mandado que irá ser subserviente ao discurso anti-vida do covidiota maior da nação. #coronavirus #covid2019 #pandemia #bozocaladopoeta https://t.co/iw6gwkiwh0,-1,governo,none,none,none
47,☀ #bomdia#democracia #divulgueaverdade #carapicuibasp #saude 💉 #coronavirus #maismedicos #defendaosus🇧🇷 por zezinho almeida - enrolando o lero. bolsonaro incompetente e mandeta sem planejamento vão empurrando com a barriga testagem? aumentar leitos? respiradores ? https://t.co/0rotuoci3z,-1,bolsonaro,testagem,respiradores,none
48,➡ médicos preveem que brasil não volta à normalidade antes de agosto tanto o ministério da saúde quanto especialistas ouvidos pelo uol esperam que a situação do coronavírus piore cada vez mais até o mês de junho.segue o fio para entender melhor! 👇 https://t.co/mjlyk0h2ru,-1,médicos,brasil,ministério_da_saúde,none
49,🌟 maranhão não registra mortes por coronavírus pela primeira vez em 12 dias https://t.co/dcn0tnmaaq,-1,maranhão,mortes,none,none
50,"💊🔎 três farmácias no leblon foram inspecionadas na segunda-feira (13) por agentes da @visa_rio, após denúncias de comercialização de testes rápidos para o novo #coronavirus. na ação, não foi constatada a venda do produto, restrita a unidades hospitalares. #riocontraocorona https://t.co/lofchrrmoa",-1,comercialização_de_testes_rápidos,unidades_hospitalares,none,none
51,🔴 coronavírusneste momento os estados unidos se tornam o país com mais mortes e mais casos de #coronavírus. o país mais rico e poderoso do planeta agora é o epicentro da pandemia,-1,estados_unidos,mortes,epicentro_da_pandemia,none
52,🔴 urgente número de casos confirmados de #coronavírus no mundo chega a 2 milhões,-1,casos_confirmados,none,none,none
53,🔴 urgente casos confirmados de #coronavírus no mundo chegam a 2 milhões,-1,casos_confirmados,none,none,none
54,"o coronavírus não foi criado como arma biológica, mas psicológica. não para espalhar mortes, mas para espalhar o medo. mas não tenho dúvidas de que, para o caso de falhar essa estratégia, uma pandemia de verdade já esteja em preparação.",-1,arma_biológica,mortes,pandemia,none
55,"a atividade humana desacelerou no mundo todo devido ao surto de coronavírus, mas a extração ilegal de madeira e grilagem de terras na floresta amazônica não mostra sinais de diminuição https://t.co/jxwzajvwjl",-1,surto_de_coronavírus,none,none,none
56,"a capital amazonense será a primeira a receber voluntários da saúde do programa “o brasil conta comigo”. estudantes de medicina, enfermagem, fisioterapia e farmácia atuarão no combate ao coronavírus. também haverá o apoio da tele-uti para auxiliar no atendimento dos casos.",-1,tele-uti,casos,none,none
57,"a crise sanitária desencadeada pelo coronavírus no mundo mostra a importância de um sistema de saúde inclusivo e universal no brasil. graças aos investimentos robustos feitos pelos governos lula e dilma na saúde, o país tem condições de passar pela fase aguda da doença.",-1,crise_sanitária,sistema_de_saúde,doença,none
58,"a empresária samanta santos faria, de 35 anos, morreu no último dia 23 vítima da covid-19. o resultado do exame para o novo coronavírus só ficou pronto na sexta-feira (10), 16 dias após sua morte https://t.co/s7hlicr1k0",-1,Covid-19,none,none,none
59,a equipe do deputado @genpeternelli fez um levantamento de todas as ações divulgadas pelo governo de combate ao alastramento do #coronavirus. saiba quais no link:https://t.co/h432aawfcj https://t.co/h432aawfcj,-1,combate,alastramento,none,none
60,a falta de confiança do governo federal nas ações de todos os governantes do país no enfrentamento do coronavírus torna essa batalha ainda mais difícil. não é possível que a essa altura do campeonato os governadores e prefeitos continuem a ser vistos como inimigos.,-1,governo_federal,governantes_do_país,enfrentamento,none
61,a falta de testes para o coronavírus no brasil favorece a campanha fantasiosa de bolsonaro de que o vírus ‘está indo embora’. a subnotificação de casos amplia a falsa sensação de que a epidemia não é tão grave e de que o isolamento seria desnecessário. https://t.co/4mg9i0pfep,-1,falta_de_testes,brasil,none,subnotificação
62,"a globo quer o aumento de mortos por coronavirus desesperadamente!estão fazendo reportagens dizendo que muitos morrem e não dizem que foi coronavirus, quando as denúncias são bem ao contrário...a cloroquina tá salvando milhares pelo mundo. Chorem, urubus...@jairbolsonaro",-1,a_globo,mortos,cloroquina,
63,a imprensa não dá nenhuma notícia boa sobre coronavírus. sabe por quê? a questão é bolsonaro. assista! https://t.co/oo4lopfgdb,-1,imprensa,bolsonaro,none,none
64,"à medida que o mundo combate a pandemia de #covid19, secretário-geral das @nacoesunidas alertou para uma “epidemia” paralela. Segundo @antonioguterres, existe uma “perigosa epidemia de desinformação” que ameaça o enfrentamento ao novo #coronavírus.🔘 https://t.co/wlpoxjx4yb https://t.co/5xcwbfxtak",-1,combate_a_pandemia,nações_unidas,epidemia,desinformação
65,"a organização mundial da saúde impediu os médicos de exortar os países a impor controles nas fronteiras para impedir a propagação do coronavírus, foi revelado. esqueça apenas os cortes de financiamento, precisamos de investigações e demissões. https://t.co/tpb9ytbzup",-1,organização_mundial_da_saúde,controle_nas_fronteiras,propagação,none
66,"a pauta de stories sobre influenza e coronavírus está pronta, mas a fadiga de postar é maior que tudo. não aguento mais esse inferno de vírus chinês! que saco, caralho! que ódio!",-1,vírus_chinês,,,
67,"a pedido de bolsonaro, exército já fez 2,2 milhões de comprimidos de cloroquina e vai ampliar produção. ministério da saúde tem dito que não há estudo científico que comprove ação contra o coronavírus (via @folhapainel) https://t.co/ujwrfeey31",-1,comprimidos_de_cloroquina,ministério_da_saúde,ação_contra_coronavírus,bolsonaro
68,"a quantidade de pessoas que começa a sair da toca para desvalorizar as mortes do coronavírus, sugerindo que mais importante do que a vida das pessoas é a economia, prova que estaline ainda é actual: a morte de uma pessoa é uma tragédia, de milhões, estatística.",-1,desvalorizar_as_mortes,none,none,none
69,a saga da primeira pessoa do mundo a esconder um exame de coronavirus que deu negativo continua https://t.co/j2iczkftvq,-1,exame_de_coronavirus,none,none,none
70,a verdade por trás dos números do coronavírus que a imprensa brasileira esconde do povo. assista e divulgue! https://t.co/oo4lopfgdb,-1,números_do_coronavírus,imprensa_brasileira,none,none
71,advogada alemã tinha virado ícone em círculos que minimizam coronavírus ao convocar protesto e apresentar ações judiciais contra medidas de isolamento. autoridades afirmam que ela foi internada após agir de maneira confusa na rua e agredir policial https://t.co/71jdmgysci,-1,medidas_de_isolamento,none,none,none
72,"ainda não entendeu?com pressão interna e mais de mil mortos por coronavírus, suécia discute bloqueios https://t.co/qy0zzga1ya",-1,suécia,mortos,none,none
73,alcolumbre disse que transferir o fundão para o combate ao coronavírus é demagogia. falou ainda que está defendendo a democracia. o fundo especial de financiamento de campanha foi criado em 2017. antes disso não havia democracia?,-1,combate_ao_coronavírus,none,none,none
74,"alguém sabe explicar porque wilson witzel (rj) e helder barbalho (pa), dois governadores totalmente comprometidos com a quarentena horizontal foram contaminados pelo coronavírus? por acaso eles não seguiram as orientações?",-1,quarentena_horizontal,contaminados,helder_barbalho ,none
75,"ao invés de priorizar o enfrentamento ao coronavírus, deputados ligados a grandes grupos econômicos aprovam a mp 905, uma nova reforma trabalhista em plena pandemia.https://t.co/kr2nfcdxux",-1,mp9none5,none,enfrentamento_ao_coronavirus,
76,"apenas* 2.000.000 de casos identificados de coronavirus (*0,03% da pop.) foram suficientes para os sistemas de saúde do mundo chegarem perto do colapso com a falta de leitos, até nos países desenvolvidos. #fiqueemcasa não sou só uma gripezinha . Mais infos: https://t.co/rjyhuvykxw https://t.co/zip4oxmkdo",-1,casos_identificados,sistema_de_saúde,falta_de_leitos,gripezinha
77,"aquele que passeia sem necessidade por estabelecimentos, descumpre as recomendações que todos seguem e passa a mão no nariz antes de cumprimentar seu gado, não terá seu resultado do seu teste para o coronavírus divulgado.lembrando que: quem não deve não teme. https://t.co/jym266cdyh",-1,teste,none,none,none
78,"as mulheres morrem em casa. há um surto de feminicídios como sombra da pandemia de covid-19. trancadas à casa com o agressor, elas morrem pelas mazelas do mundo que afetam a masculinidade, como alcoolismo e desemprego https://t.co/ggv32r0tk3",-1,surto_de_feminicidios,pandemia,Covid-19,none
79,assessor de prefeito de campinas é envolvido em roubo de testes para covid-19 https://t.co/2edz5cvux3,-1,prefeito,roubo_de_testes,Covid-19,campinas
80,gente o nome da doença é COVID-19 não é convide 19 pessoas para a sua casa,-1,Covid-19,none,none,none
81,"assisti o vídeo de uma vitima de coronavírus no amapá que não pode ser velada e a mãe de 91 anos, pediu pra pelo menos passarem com o carro da funerária em frente a casa dele pra se despedirde partir o coraçãonão é só uma gripezinha.",-1,vítima,amapa,gripezinha,none
82,"até 2018, tudo que ocorria no brasil era culpa do presidente. a partir de 2019, o chefe de governo se tornou um inimputável que não tem responsabilidade por nada. é muita falta de vergonha. #bolsonaro #coronavirus",-1,governo,none,none,none
83,"atenção - coronavírus mata mais do que gripe em toda a década - com 100 mortes por dia, brasil alcançará nesta semana número de óbitos da influenza registrados entre janeiro e abril dos dez anos anteriores -somados.https://t.co/jpbr6iyekw",-1,óbitos,influenza,none,none
84,"atenção patriotas! mais uma vez a extrema mídia comunista divulgou fake news dizendo batemos recorde em número de mortes pelo coronavírus. fake! os eua nos salvarão assim que se salvarem, temos que ser gratos! e temos que que voltar ao trabalho para as empresas não quebrarem! https://t.co/zxuqvo24rx",-1,mídia_comunista,fake_news,mortos,eua_nos_salvarão
85,atenção! gov. de são paulo erra e feio na divulgação do número de mortes por coronavírus. para eles cerca de 1300 mortes. ministério da saúde desmente e números chegam a ser menos da metade: 588. a torcida pelo vírus começou!!https://t.co/omuuiwmcfd,-1,são_paulo,mortes,ministério_da_saúde,none
86,atenção!!!a verdade nua a crua!!!! a câmara aprovou na noite de ontem uma importantíssima ajuda aos estados e municípios para combate ao coronavírus.mas... adivinhem quem votou contra?os deputados aliados ao governo bolsonaro.,-1,ajuda_aos_estados_e_municípios,none,none,none
87,"bastou levantar-se a possiblidade de votação de projeto p/ a taxação de grandes fortunas p/ as empresas boazinhas que apoiaram (am) a escravidão moderna, doarem milhões p/ o combate ao coronavírus com direito a propaganda no jn e tudo.",-1,taxação_de_grandes_fortunas,none,combate_ao_coronavírus,none
88,"bebê em manaus é 1º caso de coronavírus entre indígenas venezuelanos no país | considerados grupo de risco, waraos relatam falta de água e comida em abrigohttps://t.co/f2elcui4zp",-1,manaus,caso_de_coronavirus,indígenas_venezuelanos,grupo_de_risco
89,bom dia! o perigo maior de contrair o coronavírus está localizado nas vilas e nos estados de extrema pobreza. esse é o maior problema do governo federal. eles sabem e tentam orientar essa gente que não obedecem e desdenham do sistema de saúde. problemático para o governo,-1,governo_federal,sistema_de_saúde,none,none
90,"bolsonaro é considerado pela imprensa internacional o inimigo público número 1 da humanidade, com seu comportamento tirano, ele coloca em risco vidas no brasil e por extensão sabota os esforços do mundo inteiro pra conter o coronavírus.bolsonaro é uma ameaça a vida humana.",-1,bolsonaro,none,none,none
91,"bolsonaro é o pior entre os líderes mundiais que minimizam coronavírus, diz washington post https://t.co/owb457d0lz https://t.co/halfyeyjci",-1,líderes_mundiais,none,none,none
92,"bom dia a todos, menos para os governadores que contrairam coronavirus que momento oportuno para ficarem numa toca, escondidos das manifestações contra as m€rdas que fizeram! é avestruz que chama? https://t.co/kqmwmtk2i3",-1,governadores,none,none,none
93,bom dia brasileiro ignorante e burro que tá falando que água tônica protege de coronavírus porque tem quinino que é base de cloroquina.,-1,água_tônica_protege_de_coronavírus,none,cloroquina,none
94,brasil tem 204 mortes por coronavírus em menos de 24h e 1832 novos casos nessa terça-feira. infelizmente nossos números ainda crescem.,-1,mortes,novos_casos,none,none
95,brasil testando menos de 10% dos casos suspeitos de coronavírus e o povo falando que a contaminação tá diminuindo é igualzinho aquele seu tio que nunca vai no médico e fala “só tem doença quem faz exame,-1,casos_suspeitos,contaminação,none,none
96,casos confirmados de #coronavírus no mundo chegam a 2 milhões,-1,casos_confirmados,mundo,none,none
97,"cassada em dezembro, selma arruda ganha sobrevida no senado graças a crise do coronavírus https://t.co/qsrm2vu8oy",-1,selma_arruda,none,none,none
98,"ceará tem 137 profissionais da saúde afastados por suspeita de coronavírus, 4 morreram",-1,ceará,none,suspeita_de_coronavírus,none
